상품명,가격,판매여부,날짜,시간,24시간이내,프로상점,광고,케어,무료배송,지역,URL,상품ID,세부카테고리ID,대분류,중분류,소분류
메이비베이비 carmel 니트 밀크티,50000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 마포구 서교동,https://m.bunjang.co.kr/products/314902745,314902745,310260800,여성의류,상의,니트_스웨터
자라 스트라이프 오프숄더 니트,13000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/263574195,263574195,310260800,여성의류,상의,니트_스웨터
세미크롭 앙고라 니트 민트,11000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/261391457,261391457,310260800,여성의류,상의,니트_스웨터
언발란스 오프숄더 시스루 긴팔 골지 니트,18700,판매중,2025.06.12,8시간 전,✅,False,False,False,False,경기도 안산시 상록구 성포동,https://m.bunjang.co.kr/products/238862566,238862566,310260800,여성의류,상의,니트_스웨터
리에뜨 리튼니트,30000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330812968,330812968,310260800,여성의류,상의,니트_스웨터
소라색 가볍게 걸치기 좋은 여름 긴팔 얇은 니트 가디건,5000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333339520,333339520,310260800,여성의류,상의,니트_스웨터
모도마켓 성원님 착용 니트 그레이 케이트슬랙스,20000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/313717396,313717396,310260800,여성의류,상의,니트_스웨터
더나무그림 반팔 니트,25000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/287800401,287800401,310260800,여성의류,상의,니트_스웨터
연두 니트반팔,6000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/285155106,285155106,310260800,여성의류,상의,니트_스웨터
[JPN] 빈티지 오리엔탈 드래곤 반팔티셔츠,37000,판매중,2025.06.12,8시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/338895689,338895689,310260800,여성의류,상의,니트_스웨터
Le 르 여름니트(1회착용),42000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/331762838,331762838,310260800,여성의류,상의,니트_스웨터
[새상품] 폴로 반팔니트 s 국내매장,110000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/335121053,335121053,310260800,여성의류,상의,니트_스웨터
[새상품] 폴로 랄프로렌 걸즈 반팔니트 m 단종제품,105000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330002747,330002747,310260800,여성의류,상의,니트_스웨터
하와 니트,10500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/313318282,313318282,310260800,여성의류,상의,니트_스웨터
슬로우앤드 니트,17500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/313315718,313315718,310260800,여성의류,상의,니트_스웨터
노랑 반팔 니트,3000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/253681276,253681276,310260800,여성의류,상의,니트_스웨터
유니클로 jw앤더슨 니트 판매해요,20000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,경상남도 창원시 마산회원구 합성1동,https://m.bunjang.co.kr/products/239187901,239187901,310260800,여성의류,상의,니트_스웨터
잇미샤 반짝이 니트 55,10000,판매중,2025.06.12,8시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/332646903,332646903,310260800,여성의류,상의,니트_스웨터
타입서비스 Soft Fleece Hoodie [Gray],60000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/313925366,313925366,310260800,여성의류,상의,니트_스웨터
55~66)폴로 케이블니트 베이지,59000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/332277387,332277387,310260800,여성의류,상의,니트_스웨터
마뗑킴 빅로고 스티치 아이보리 니트 새상품,89000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333036014,333036014,310260800,여성의류,상의,니트_스웨터
빈폴 여성 케이블 니트 95,8000,판매중,2025.06.12,8시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/324682601,324682601,310260800,여성의류,상의,니트_스웨터
룩캐스트 해리 케이블 브이넥 니트,32000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,경기도 성남시 분당구 수내2동,https://m.bunjang.co.kr/products/336099368,336099368,310260800,여성의류,상의,니트_스웨터
딥블루 앙고라 여성니트,7000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/316314494,316314494,310260800,여성의류,상의,니트_스웨터
여름 니트 새제품 55-66(마지막 가격내림),19500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,경기도 의정부시 신곡2동,https://m.bunjang.co.kr/products/337651578,337651578,310260800,여성의류,상의,니트_스웨터
(새상품)애니원모어 에이블리 오프숄더 리본 니트,12000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/326710552,326710552,310260800,여성의류,상의,니트_스웨터
크림 오프숄더 니트티 팝니다,5000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/260022345,260022345,310260800,여성의류,상의,니트_스웨터
모이블레 반팔니트,18000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,경상남도 김해시 칠산서부동,https://m.bunjang.co.kr/products/239269676,239269676,310260800,여성의류,상의,니트_스웨터
포스터 포켓 카라 반팔 니트,25000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,경상남도 김해시 칠산서부동,https://m.bunjang.co.kr/products/223817578,223817578,310260800,여성의류,상의,니트_스웨터
키코 레이어드 골지 니트 티셔츠,29009,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/318146942,318146942,310260800,여성의류,상의,니트_스웨터
드마르 단가라니트 화이트,10000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/315090593,315090593,310260800,여성의류,상의,니트_스웨터
다이애그널 초커 니트 볼레로,75000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338895342,338895342,310260800,여성의류,상의,니트_스웨터
루이비통 니트 M사이즈 팝니다,450000,판매중,2025.06.12,8시간 전,✅,False,False,True,False,,https://m.bunjang.co.kr/products/327560295,327560295,310260800,여성의류,상의,니트_스웨터
르베인 olivia 캐시미어 셋업 s 팝니다,36000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/334529323,334529323,310260800,여성의류,상의,니트_스웨터
원가6만 아뜨랑스 물결카라 단가라니트 새상품,31500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/210572560,210572560,310260800,여성의류,상의,니트_스웨터
일본 빈티지 폴로 카라 반팔 니트 여성용,40000,판매중,2025.06.12,8시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/334665237,334665237,310260800,여성의류,상의,니트_스웨터
과베기 후드 니트,12000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333084989,333084989,310260800,여성의류,상의,니트_스웨터
sj니트(2022),50000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/311820258,311820258,310260800,여성의류,상의,니트_스웨터
배색 포켓 반팔 니트 단돈 칠천원!,7000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338895092,338895092,310260800,여성의류,상의,니트_스웨터
분홍색 니트,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,부산광역시 사상구 괘법동,https://m.bunjang.co.kr/products/24127916,24127916,310260800,여성의류,상의,니트_스웨터
(새상품) 니트 나시+볼레로 세트,20000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 관악구 대학동,https://m.bunjang.co.kr/products/206153698,206153698,310260800,여성의류,상의,니트_스웨터
막스앤코 라운드넥 반팔 울 니트 오렌지 스트라이프 배색 디테일 블랙,73000,판매중,2025.06.12,8시간 전,✅,True,False,False,True,,https://m.bunjang.co.kr/products/338894970,338894970,310260800,여성의류,상의,니트_스웨터
김아홉 오프숄더 그레이 니트,19000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327739648,327739648,310260800,여성의류,상의,니트_스웨터
아이보리 니트 티,10000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/296196976,296196976,310260800,여성의류,상의,니트_스웨터
시스에이 모헤어 플라워니트,45000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337149020,337149020,310260800,여성의류,상의,니트_스웨터
[급전 할인] 타이다이 물나염 여름니트,2500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/324841943,324841943,310260800,여성의류,상의,니트_스웨터
[급전 할인] 오프숄더 니트 아이보리,9000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338157649,338157649,310260800,여성의류,상의,니트_스웨터
[급전 할인] 타게토 보라색 오버핏 니트,27000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/325032012,325032012,310260800,여성의류,상의,니트_스웨터
에브리모닝 스트링 브이 니트(스카이),3000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 송파구 가락2동,https://m.bunjang.co.kr/products/165135704,165135704,310260800,여성의류,상의,니트_스웨터
리본 오프숄더 니트티,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 송파구 가락2동,https://m.bunjang.co.kr/products/319415016,319415016,310260800,여성의류,상의,니트_스웨터
레이스 오프 니트 (새상품),21000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/316412804,316412804,310260800,여성의류,상의,니트_스웨터
나시 시스루 니트 세트,20000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 송파구 가락2동,https://m.bunjang.co.kr/products/299046576,299046576,310260800,여성의류,상의,니트_스웨터
구호 플러스 반팔니트,30000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337303067,337303067,310260800,여성의류,상의,니트_스웨터
투웨이 집업 가디건,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/255358031,255358031,310260800,여성의류,상의,니트_스웨터
일본 빈티지 크롭 울 논카라 스웨터 집업  o 968,20000,판매중,2025.06.12,8시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/338894717,338894717,310260800,여성의류,상의,니트_스웨터
럭키슈에뜨,55000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/259568209,259568209,310260800,여성의류,상의,니트_스웨터
럭키슈에뜨,55000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/259568007,259568007,310260800,여성의류,상의,니트_스웨터
마쥬,119000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/259566875,259566875,310260800,여성의류,상의,니트_스웨터
포스333 Sofubi Open Knit Tee,65000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333391456,333391456,310260800,여성의류,상의,니트_스웨터
타낫 레이어드니트 핑크,30000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/335109337,335109337,310260800,여성의류,상의,니트_스웨터
다크그린 꽈베기니트,5000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 광진구 군자동,https://m.bunjang.co.kr/products/142421038,142421038,310260800,여성의류,상의,니트_스웨터
와인색 니트,5000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,서울특별시 광진구 군자동,https://m.bunjang.co.kr/products/142420837,142420837,310260800,여성의류,상의,니트_스웨터
타미힐피거 여자 꽈배기 니트 s 버건디색,50000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/336049592,336049592,310260800,여성의류,상의,니트_스웨터
아크네 스튜디오 Acne Studios 스트라이프 모헤어  블렌드 스웨터,250000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/319039204,319039204,310260800,여성의류,상의,니트_스웨터
자라 니트,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/140926136,140926136,310260800,여성의류,상의,니트_스웨터
그로브 gloise knit,80000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337888767,337888767,310260800,여성의류,상의,니트_스웨터
마리떼프랑소와저버 크롭니트 OS,60000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/299308820,299308820,310260800,여성의류,상의,니트_스웨터
"겐조 여성 니트(정품, 새상품)",125000,판매중,2025.06.12,8시간 전,✅,True,False,False,True,경기도 고양시 일산서구 송포동,https://m.bunjang.co.kr/products/319747114,319747114,310260800,여성의류,상의,니트_스웨터
(새상품) 여름 화이트 반팔 카라 니트,6000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/329086167,329086167,310260800,여성의류,상의,니트_스웨터
새상품/무배 루즈핏 그물 니트,10000,판매중,2025.06.12,8시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/318826425,318826425,310260800,여성의류,상의,니트_스웨터
벨트 롱니트,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/204458029,204458029,310260800,여성의류,상의,니트_스웨터
오프숄더니트,9000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/204232363,204232363,310260800,여성의류,상의,니트_스웨터
엔오르 컬러블록 집업 니트,101500,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/316115882,316115882,310260800,여성의류,상의,니트_스웨터
UNIQLO& Ines de la Fressange린넨 블렌드 컬러ST,26920,판매중,2025.06.12,8시간 전,✅,True,False,False,True,,https://m.bunjang.co.kr/products/332694867,332694867,310260800,여성의류,상의,니트_스웨터
앙고라 니트,15000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/218634509,218634509,310260800,여성의류,상의,니트_스웨터
(미개봉품절상품)연핑크&블랙 카인다미 홀터넥 볼레로 니트 셋업,54000,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/252536703,252536703,310260800,여성의류,상의,니트_스웨터
버튼 니트 아이보리,8300,판매중,2025.06.12,8시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/326029108,326029108,310260800,여성의류,상의,니트_스웨터
